dbg_omega_pll_rad_s,dbg_iq_a,dbg_iq_cmd_a,iq_sweep.active
92.581833,0.097490,0.145744,1.000000
92.505409,0.118898,0.230228,1.000000
92.048676,0.023997,0.240825,1.000000
86.873245,0.415386,0.268365,1.000000
83.853889,0.058495,0.279335,1.000000
86.506866,0.348239,0.348125,1.000000
84.362122,-0.124937,0.359329,1.000000
80.675484,0.449252,0.394148,1.000000
84.213806,0.375390,0.405443,1.000000
87.425362,0.412578,0.377819,1.000000
87.399040,0.362113,0.389061,1.000000
87.503410,0.293598,0.393142,1.000000
92.496178,0.530130,0.404188,1.000000
97.330681,0.631470,0.333868,1.000000
96.690514,0.425968,0.344576,1.000000
97.144020,0.441029,0.345635,1.000000
103.035110,0.197742,0.355869,1.000000
101.767365,0.317462,0.288293,1.000000
99.122475,0.263455,0.297920,1.000000
101.722549,0.341937,0.348255,1.000000
103.556076,0.279795,0.357153,1.000000
100.748665,0.368619,0.333438,1.000000
99.418213,0.539774,0.341492,1.000000
101.078796,0.534938,0.380280,1.000000
101.371811,0.341399,0.387386,1.000000
97.793159,0.533151,0.391126,1.000000
99.888474,0.303095,0.397193,1.000000
103.822220,0.510187,0.380658,1.000000
100.808952,0.350107,0.385607,1.000000
100.235977,0.569855,0.417638,1.000000
105.753502,0.490595,0.421404,1.000000
105.334328,0.261326,0.346830,1.000000
99.260788,0.273581,0.349365,1.000000
97.471977,0.428395,0.446735,1.000000
98.377022,0.664346,0.448005,1.000000
93.831985,0.379009,0.452476,1.000000
90.744728,0.495276,0.452464,1.000000
95.180885,0.345426,0.504496,1.000000
95.896782,0.415904,0.503199,1.000000
94.201332,0.469031,0.478003,1.000000
100.775848,0.338694,0.475439,1.000000
106.432495,0.782990,0.382029,1.000000
108.225861,0.655851,0.378229,1.000000
111.865982,0.333245,0.320681,1.000000
118.575256,0.382060,0.315694,1.000000
118.674637,0.340171,0.201658,1.000000
115.209435,0.260431,0.195546,1.000000
117.870956,0.120077,0.228110,1.000000
115.703812,0.203709,0.220951,1.000000
108.960716,0.269223,0.239619,1.000000
108.077057,-0.098412,0.231506,1.000000
106.200333,0.132615,0.273801,1.000000
100.706810,0.212910,0.264836,1.000000
98.593750,0.276612,0.343675,1.000000
100.814270,0.294412,0.333974,1.000000
100.133308,0.293388,0.303275,1.000000
98.293884,0.341016,0.292962,1.000000
103.569962,0.194407,0.298255,1.000000
107.237419,0.367495,0.287463,1.000000
105.376259,0.106559,0.210176,1.000000
108.372139,0.201935,0.199044,1.000000
110.681351,0.183194,0.148807,1.000000
106.009254,0.212766,0.137479,1.000000
102.567688,0.146723,0.186967,1.000000
103.532433,0.265044,0.175590,1.000000
100.278320,0.191356,0.174501,1.000000
94.484459,0.108075,0.163221,1.000000
95.657631,0.215430,0.242450,1.000000
94.815811,0.235059,0.231413,1.000000
90.217758,0.047309,0.233351,1.000000
92.858788,0.229347,0.222702,1.000000
96.542641,0.270056,0.193869,1.000000
96.862885,0.260981,0.183745,1.000000
98.881294,0.231780,0.149495,1.000000
105.020210,0.201278,0.140028,1.000000
107.366577,0.109103,0.030488,1.000000
104.675468,0.086064,0.021801,1.000000
108.457642,0.131719,0.029639,1.000000
110.591019,-0.034848,0.021847,1.000000
106.475014,0.161715,-0.022059,1.000000
107.071884,0.032090,-0.028855,1.000000
108.941078,-0.069484,-0.028030,1.000000
107.654640,0.081442,-0.033742,1.000000
104.298782,0.029974,-0.014695,1.000000
104.870041,-0.132912,-0.019246,1.000000
104.952957,-0.065338,-0.018992,1.000000
100.665398,-0.097596,-0.022323,1.000000
101.638496,0.087082,0.029628,1.000000
104.924271,0.075698,0.027561,1.000000
102.871223,0.039376,-0.018943,1.000000
101.726776,0.036961,-0.019717,1.000000
103.830536,0.010077,-0.002028,1.000000
101.527596,-0.070812,-0.001498,1.000000
97.289482,0.187110,0.031950,1.000000
96.854019,0.001741,0.033778,1.000000
97.215462,0.076853,0.059139,1.000000
92.936287,0.030234,0.062242,1.000000
88.615410,-0.070120,0.134409,1.000000
92.505325,0.095558,0.138747,1.000000
93.527359,0.182108,0.107470,1.000000
90.838196,0.057111,0.112988,1.000000
95.364143,0.129181,0.143145,1.000000
101.044357,0.119850,0.149772,1.000000
101.850182,-0.350418,0.055070,1.000000
102.882088,-0.014802,0.062720,1.000000
107.529114,-0.065602,0.047908,1.000000
109.947487,0.240989,0.056481,1.000000
107.006775,0.045002,0.011104,1.000000
105.382370,0.012128,0.020490,1.000000
107.759384,0.092890,0.057431,1.000000
103.109673,0.035899,0.067506,1.000000
97.039612,-0.117453,0.145523,1.000000
97.020004,0.301634,0.156156,1.000000
96.041023,0.306065,0.197956,1.000000
91.588165,0.301169,0.209009,1.000000
88.696907,0.080791,0.291670,1.000000
90.898972,0.169705,0.302998,1.000000
91.913071,0.178295,0.294916,1.000000
89.655029,0.249656,0.306370,1.000000
90.106720,0.361489,0.346273,1.000000
95.852043,0.262776,0.357703,1.000000
96.474579,0.293221,0.285042,1.000000
96.703636,0.430138,0.296298,1.000000
100.986107,0.456737,0.298560,1.000000
101.371147,0.259148,0.309494,1.000000
96.528984,0.221405,0.305585,1.000000
93.525352,0.296511,0.316052,1.000000
93.838799,0.299332,0.389739,1.000000
92.767838,0.218262,0.399601,1.000000
87.201950,0.621357,0.432867,1.000000
84.956314,0.469275,0.441995,1.000000
88.480980,0.683052,0.498475,1.000000
85.482422,0.488434,0.506748,1.000000
82.544426,0.342664,0.540643,1.000000
87.630699,0.556588,0.547950,1.000000
89.527039,0.543929,0.500725,1.000000
89.501686,0.436239,0.506970,1.000000
90.935310,0.691494,0.510168,1.000000
97.094757,0.819813,0.515267,1.000000
100.049591,0.097425,0.423424,1.000000
98.337280,0.278016,0.427308,1.000000
102.881554,0.576162,0.426033,1.000000
106.806755,0.405251,0.428652,1.000000
103.403244,0.417219,0.366107,1.000000
103.528275,0.271960,0.367424,1.000000
106.801514,0.361331,0.375245,1.000000
105.775253,0.457852,0.375242,1.000000
103.068611,0.263287,0.379980,1.000000
103.656059,0.487732,0.378655,1.000000
105.403954,0.346742,0.372311,1.000000
102.232498,0.473458,0.369681,1.000000
102.114220,0.312956,0.405829,1.000000
107.018784,0.476161,0.401929,1.000000
104.862343,0.403925,0.335895,1.000000
103.022774,0.367087,0.330774,1.000000
108.345146,0.467145,0.351669,1.000000
109.026978,0.145923,0.345395,1.000000
102.487228,0.268286,0.320036,1.000000
100.150848,0.340389,0.312691,1.000000
100.725151,0.401917,0.363544,1.000000
96.014877,0.360127,0.355225,1.000000
92.688896,0.402897,0.414151,1.000000
97.428131,0.477797,0.404966,1.000000
97.596573,0.253601,0.348420,1.000000
96.376152,0.442391,0.338492,1.000000
103.050171,0.356303,0.329665,1.000000
108.112930,0.576693,0.319125,1.000000
109.150681,0.365150,0.203898,1.000000
113.436684,0.335708,0.192885,1.000000
119.703278,0.072438,0.103034,1.000000
118.945717,0.249418,0.091695,1.000000
115.804794,0.153151,0.075289,1.000000
118.930084,0.162521,0.063775,1.000000
115.173897,-0.113898,0.034199,1.000000
108.823761,0.000000,0.022663,1.000000
108.356033,0.132878,0.117269,1.000000
105.624382,-0.074477,0.105864,1.000000
100.360641,-0.001858,0.139800,1.000000
98.434441,0.036358,0.128679,1.000000
100.529922,0.221350,0.164005,1.000000
99.042450,0.097934,0.153316,1.000000
97.418640,0.175114,0.152829,1.000000
103.113251,0.142388,0.142715,1.000000
105.700638,0.296618,0.063703,1.000000
103.611336,0.046022,0.054300,1.000000
106.470207,0.349280,0.054296,1.000000
107.941475,0.053581,0.045731,1.000000
103.039543,0.057792,0.013977,1.000000
99.488052,-0.035334,0.006364,1.000000
100.196365,0.017499,0.069570,1.000000
97.458656,0.206674,0.063011,1.000000
91.583649,-0.030989,0.103028,1.000000
91.795364,-0.088104,0.097613,1.000000
92.242432,0.026389,0.110931,1.000000
87.457672,0.039576,0.106733,1.000000
88.702583,0.172563,0.165690,1.000000
92.481483,0.169324,0.162766,1.000000
93.614349,0.085717,0.092188,1.000000
93.915154,0.099445,0.090578,1.000000
98.339142,0.127749,0.072372,1.000000
103.408463,0.066361,0.072099,1.000000
101.288620,-0.148837,-0.007329,1.000000
100.963814,0.119843,-0.006260,1.000000
105.590469,0.060078,-0.001734,1.000000
103.696884,0.004392,0.000663,1.000000
100.578430,0.040158,0.016704,1.000000
102.820900,0.028405,0.020398,1.000000
103.159332,0.086394,0.006452,1.000000
101.599007,0.064012,0.011395,1.000000
99.169502,0.030974,0.049906,1.000000
100.278595,-0.228987,0.056032,1.000000
99.844788,0.007563,0.058199,1.000000
95.742882,-0.248894,0.065427,1.000000
97.054039,0.090720,0.127098,1.000000
100.476784,0.009599,0.135330,1.000000
98.663734,0.128825,0.096762,1.000000
97.126701,0.062314,0.105890,1.000000
99.238182,0.151430,0.138627,1.000000
98.097473,0.280136,0.148527,1.000000
94.098320,0.112060,0.171793,1.000000
93.094856,0.170555,0.182334,1.000000
93.952858,-0.060655,0.224618,1.000000
91.546486,0.418792,0.235657,1.000000
86.077950,0.340509,0.288073,1.000000
87.366508,0.214975,0.299461,1.000000
91.539246,0.169596,0.306273,1.000000
89.229958,0.140861,0.317858,1.000000
89.798309,0.357466,0.341308,1.000000
96.968246,0.297256,0.352933,1.000000
100.374588,0.599301,0.257050,1.000000
100.506493,0.499850,0.268557,1.000000
102.855896,0.360024,0.260386,1.000000
108.338257,0.462914,0.271620,1.000000
108.477966,0.280961,0.203324,1.000000
105.250931,0.213791,0.214133,1.000000
106.539505,0.314060,0.268017,1.000000
106.720238,0.345982,0.278253,1.000000
100.174728,0.202426,0.290057,1.000000
96.848808,0.283381,0.299582,1.000000
97.440544,0.137547,0.383665,1.000000
94.926353,0.127524,0.392349,1.000000
90.358688,0.329286,0.441782,1.000000
90.135475,0.414516,0.449507,1.000000
93.257469,0.378226,0.467981,1.000000
93.297127,0.503687,0.474641,1.000000
91.157211,0.562519,0.477542,1.000000
95.958900,0.624612,0.483046,1.000000
99.952461,0.400090,0.425145,1.000000
98.385109,0.685729,0.429417,1.000000
102.933235,0.715997,0.419715,1.000000
105.809494,0.600684,0.422696,1.000000
102.070724,0.327929,0.374274,1.000000
97.418419,0.391547,0.375923,1.000000
97.382156,0.514992,0.452986,1.000000
97.589767,0.125983,0.453279,1.000000
92.188538,0.351412,0.466612,1.000000
88.917252,0.507054,0.465543,1.000000
91.853325,0.900230,0.524314,1.000000
88.888977,0.185851,0.521898,1.000000
86.129898,0.407208,0.549088,1.000000
91.225021,0.610672,0.545356,1.000000
93.396263,0.489024,0.483175,1.000000
92.905533,0.405132,0.478177,1.000000
95.190323,0.650163,0.468822,1.000000
101.998550,0.582613,0.462626,1.000000
104.155495,0.214200,0.348619,1.000000
103.005341,0.527334,0.341308,1.000000
108.693665,0.056797,0.319626,1.000000
109.903847,0.340072,0.311299,1.000000
106.322304,0.348677,0.271022,1.000000
108.747093,0.340738,0.261792,1.000000
110.590195,0.203728,0.234767,1.000000
107.488617,0.343356,0.224759,1.000000
105.631783,0.585484,0.251715,1.000000
107.649513,0.302445,0.241066,1.000000
106.507050,0.248583,0.211948,1.000000
103.329254,0.160886,0.200802,1.000000
107.557274,-0.002971,0.227147,1.000000
108.466278,0.200925,0.215657,1.000000
104.439758,0.140558,0.180601,1.000000
107.743271,0.203309,0.168924,1.000000
111.774742,0.351944,0.124751,1.000000
105.673286,0.110826,0.113048,1.000000
101.180405,0.096872,0.167930,1.000000
101.392960,0.065608,0.156361,1.000000
98.382149,0.141804,0.165250,1.000000
92.807541,-0.012239,0.153973,1.000000
95.607124,0.229264,0.225393,1.000000
97.655243,0.154094,0.214563,1.000000
94.933517,0.193161,0.167479,1.000000
99.321434,0.014675,0.157246,1.000000
105.441826,0.243500,0.090545,1.000000
107.502724,0.112493,0.081049,1.000000
109.577232,-0.048077,0.019119,1.000000
116.018303,0.060729,0.010492,1.000000
117.910416,0.071741,-0.099246,1.000000
113.847328,-0.029210,-0.106885,1.000000
114.656807,0.025481,-0.069566,1.000000
115.368629,-0.151905,-0.076110,1.000000
108.045761,0.079960,-0.078098,1.000000
105.247467,-0.010621,-0.083457,1.000000
104.517387,-0.132968,-0.013512,1.000000
99.871277,-0.104888,-0.017611,1.000000
95.331123,0.007178,0.054204,1.000000
95.773941,0.051842,0.051422,1.000000
97.422119,-0.008941,0.058522,1.000000
94.818810,0.059837,0.057097,1.000000
94.993065,0.053873,0.085315,1.000000
100.646820,0.009986,0.085268,1.000000
100.958267,0.251126,0.008048,1.000000
99.651573,0.051891,0.009380,1.000000
102.553207,0.283498,0.022761,1.000000
103.007698,-0.028131,0.025456,1.000000
98.171753,-0.032392,0.020719,1.000000
94.795830,-0.080403,0.024739,1.000000
95.481621,-0.029578,0.093524,1.000000
93.237152,0.064199,0.098815,1.000000
87.676498,0.244947,0.143683,1.000000
87.328812,0.062765,0.150174,1.000000
88.816292,0.138592,0.183578,1.000000
84.653076,0.341755,0.191179,1.000000
83.791641,0.110782,0.249058,1.000000
88.114502,0.110707,0.257665,1.000000
90.180473,0.247745,0.212558,1.000000
89.735878,0.186395,0.222052,1.000000
92.272148,0.344805,0.220901,1.000000
97.834335,0.280639,0.231151,1.000000
99.354942,0.011807,0.148406,1.000000
96.650284,0.054290,0.159271,1.000000
99.352974,0.240998,0.197802,1.000000
102.362419,-0.043806,0.209131,1.000000
99.067657,0.336229,0.172225,1.000000
98.055557,0.154341,0.183862,1.000000
100.945381,0.138825,0.218877,1.000000
100.026482,0.262703,0.230660,1.000000
98.476875,0.103738,0.228236,1.000000
97.408096,0.156314,0.240001,1.000000
99.298546,0.123490,0.277747,1.000000
97.899773,0.037534,0.289331,1.000000
94.405373,0.174370,0.319173,1.000000
97.165466,0.273133,0.330414,1.000000
99.838646,0.248197,0.313751,1.000000
97.725243,0.247467,0.324492,1.000000
97.306206,0.421172,0.353853,1.000000
99.957443,0.221183,0.363944,1.000000
98.267990,0.257097,0.346429,1.000000
94.270935,0.159894,0.355730,1.000000
94.302368,0.479724,0.429002,1.000000
95.137093,0.303420,0.437382,1.000000
91.996681,0.369979,0.432054,1.000000
87.640808,0.463147,0.439394,1.000000
91.163170,0.336485,0.511098,1.000000
93.945526,0.390890,0.517297,1.000000
91.487328,0.286174,0.476779,1.000000
95.210869,0.429995,0.481747,1.000000
102.890717,0.399583,0.424220,1.000000
104.529373,0.386512,0.427888,1.000000
105.532936,0.387858,0.375354,1.000000
110.583382,0.606008,0.377669,1.000000
113.922623,0.337510,0.297156,1.000000
111.202095,0.382663,0.298086,1.000000
110.065681,0.369657,0.326413,1.000000
112.883698,0.522426,0.325943,1.000000
107.297752,0.481835,0.308617,1.000000
102.125465,0.686161,0.306752,1.000000
102.495361,0.537102,0.401535,1.000000
100.398315,0.122323,0.398300,1.000000
95.700096,0.231750,0.430262,1.000000
95.826385,0.458746,0.425703,1.000000
97.899628,0.321548,0.438543,1.000000
97.727402,0.552509,0.432720,1.000000
95.668175,0.414233,0.427143,1.000000
101.220863,0.283018,0.420139,1.000000
103.990425,0.624000,0.343063,1.000000
103.582001,0.295562,0.334975,1.000000
108.163330,0.279840,0.314997,1.000000
109.061073,0.403452,0.305937,1.000000
103.950020,0.397535,0.267770,1.000000
100.384621,0.188125,0.257865,1.000000
101.023544,0.313798,0.316264,1.000000
98.581474,0.550926,0.305653,1.000000
92.245010,0.155061,0.338100,1.000000
93.083809,0.388406,0.326932,1.000000
93.672890,0.275964,0.336269,1.000000
88.626190,0.287394,0.324700,1.000000
91.000488,0.292830,0.372122,1.000000
94.820915,0.295169,0.360316,1.000000
94.907097,0.184751,0.281480,1.000000
95.290070,0.215092,0.269602,1.000000
100.984879,0.324822,0.237737,1.000000
105.161537,0.177150,0.225955,1.000000
103.505287,0.493186,0.137214,1.000000
107.508957,0.293912,0.125694,1.000000
110.907524,0.093342,0.061641,1.000000
106.818565,0.256480,0.050546,1.000000
106.897881,0.140862,0.078701,1.000000
109.362762,0.077049,0.068188,1.000000
107.675911,0.198500,0.023314,1.000000
105.006310,-0.129684,0.013532,1.000000
105.580444,0.028890,0.051482,1.000000
106.077698,0.177276,0.042570,1.000000
102.080032,0.039835,0.033898,1.000000
102.870720,0.050194,0.025983,1.000000
106.652634,-0.018995,0.015197,1.000000
103.059677,-0.005358,0.008391,1.000000
102.214966,-0.051036,0.034700,1.000000
106.947685,0.081965,0.029101,1.000000
106.049171,0.055463,-0.044482,1.000000
99.676567,0.068898,-0.048794,1.000000
97.472076,0.024469,0.052307,1.000000
97.653893,-0.069670,0.049345,1.000000
92.490265,0.074616,0.066424,1.000000
89.290482,0.024914,0.064855,1.000000
93.362892,0.050903,0.120311,1.000000
93.537407,0.018016,0.120158,1.000000
91.259781,-0.049209,0.107217,1.000000
96.714828,0.093364,0.108482,1.000000
101.935364,0.202490,0.036841,1.000000
103.166748,0.141196,0.039509,1.000000
105.174652,0.467326,0.003485,1.000000
111.114052,-0.036055,0.007518,1.000000
113.198280,0.010395,-0.086485,1.000000
109.015022,-0.067183,-0.081143,1.000000
108.806763,-0.122773,-0.025168,1.000000
110.680916,0.074024,-0.018591,1.000000
104.273582,-0.140222,-0.016591,1.000000
100.054710,0.004330,-0.008873,1.000000
100.467712,0.119822,0.085922,1.000000
97.333626,0.054061,0.094673,1.000000
92.134613,-0.142818,0.153202,1.000000
90.431091,0.112987,0.162862,1.000000
92.196686,0.132325,0.213263,1.000000
91.769638,0.112151,0.223694,1.000000
89.509384,0.214652,0.238015,1.000000
93.009995,-0.020757,0.249069,1.000000
97.612694,0.328874,0.213426,1.000000
96.601486,0.575400,0.224946,1.000000
96.738541,0.210647,0.230991,1.000000
100.238495,0.170322,0.242813,1.000000
99.562912,0.278085,0.201849,1.000000
94.892242,0.245488,0.213804,1.000000
92.787994,0.326135,0.302502,1.000000
94.016586,0.329412,0.314419,1.000000
91.102455,0.310244,0.326024,1.000000
85.547791,0.328738,0.337734,1.000000
85.954247,0.487998,0.436913,1.000000
87.615952,0.480102,0.448246,1.000000
83.499802,0.337705,0.444593,1.000000
83.611969,0.301282,0.455388,1.000000
87.950737,0.574161,0.476035,1.000000
90.561531,0.552272,0.486135,1.000000
90.452309,0.409642,0.444889,1.000000
93.804680,0.581127,0.454150,1.000000
100.039352,0.393163,0.405091,1.000000
100.684486,0.200050,0.413380,1.000000
99.116096,0.612826,0.381229,1.000000
103.514313,0.386097,0.388425,1.000000
105.719391,0.376665,0.342969,1.000000
102.049850,0.385842,0.348968,1.000000
102.820938,0.367693,0.392626,1.000000
105.353600,0.553151,0.397342,1.000000
105.064987,0.332687,0.365077,1.000000
102.262108,0.122764,0.368441,1.000000
102.818863,0.369838,0.402607,1.000000
103.951530,0.574631,0.404569,1.000000
100.636925,0.351382,0.396117,1.000000
100.196861,0.309031,0.396647,1.000000
104.855522,0.476407,0.405504,1.000000
104.000854,0.422482,0.404594,1.000000
102.303635,0.299054,0.395176,1.000000
104.809540,0.278834,0.392838,1.000000
104.079117,0.422368,0.366020,1.000000
100.010818,0.355223,0.362286,1.000000
99.621605,0.394906,0.416363,1.000000
100.758011,0.208481,0.411287,1.000000
97.062447,0.394853,0.400962,1.000000
92.986885,0.476084,0.394615,1.000000
97.378441,0.350770,0.446336,1.000000
98.647415,0.465220,0.438808,1.000000
96.395340,0.574607,0.399607,1.000000
102.575195,0.317401,0.391007,1.000000
108.787109,0.324578,0.288700,1.000000
109.219444,0.586979,0.279151,1.000000
111.400452,0.172063,0.236238,1.000000
117.271751,0.328881,0.225878,1.000000
117.242218,0.296818,0.129510,1.000000
113.886108,0.121888,0.118488,1.000000
116.422523,0.153738,0.147474,1.000000
114.039757,0.192504,0.135948,1.000000
106.796112,0.044989,0.157378,1.000000
105.874931,-0.073106,0.145516,1.000000
104.358040,0.223923,0.182102,1.000000
99.769508,0.202746,0.170074,1.000000
97.166374,0.288772,0.237222,1.000000
99.447266,0.154047,0.225204,1.000000
99.824455,0.072840,0.193926,1.000000
97.251114,0.196024,0.182091,1.000000
101.504097,0.267137,0.191280,1.000000
105.138359,0.250806,0.179801,1.000000
104.240044,0.309349,0.103464,1.000000
108.383743,0.062140,0.092507,1.000000
109.341759,0.248832,0.027713,1.000000
104.535423,0.157302,0.017438,1.000000
100.591850,0.108411,0.082753,1.000000
100.450363,0.046727,0.073309,1.000000
98.582237,0.099717,0.082383,1.000000
92.400124,0.141583,0.073909,1.000000
92.134018,0.163613,0.162353,1.000000
92.986717,0.221730,0.154974,1.000000
87.928802,0.223815,0.144879,1.000000
88.627106,0.069911,0.138702,1.000000
92.575134,0.106329,0.142568,1.000000
92.701508,0.142335,0.137683,1.000000
91.864937,0.097168,0.114120,1.000000
96.036903,0.394023,0.110601,1.000000
101.366257,0.173232,0.041030,1.000000
100.218590,0.079490,0.038929,1.000000
101.073784,0.062894,0.032158,1.000000
106.592857,-0.018450,0.031507,1.000000
104.411461,0.059209,-0.041502,1.000000
101.862152,0.089783,-0.040694,1.000000
104.595398,0.063948,0.000983,1.000000
104.988937,-0.103806,0.003241,1.000000
101.750618,0.035859,-0.003792,1.000000
100.107712,0.101025,-0.000117,1.000000
101.891769,-0.077594,0.034094,1.000000
100.703033,0.275745,0.039134,1.000000
97.238106,0.249660,0.061433,1.000000
100.062408,0.064477,0.067767,1.000000
102.368401,-0.053671,0.046824,1.000000
98.305397,-0.034246,0.054358,1.000000
98.818436,-0.013241,0.107608,1.000000
103.531647,0.180811,0.116233,1.000000
101.747688,-0.031029,0.050913,1.000000
95.560738,-0.012990,0.060504,1.000000
93.540955,0.051202,0.177231,1.000000
94.180641,0.121680,0.187649,1.000000
89.564003,0.259468,0.210312,1.000000
85.543083,0.079594,0.221404,1.000000
89.445641,0.241659,0.296889,1.000000
90.992554,0.244669,0.308492,1.000000
88.454468,0.157764,0.287285,1.000000
92.218918,0.010399,0.299230,1.000000
98.484055,0.295056,0.257375,1.000000
100.950760,0.267043,0.269486,1.000000
102.133293,0.281961,0.222730,1.000000
107.750099,0.523824,0.234830,1.000000
112.065552,0.270717,0.157712,1.000000
109.659821,0.148135,0.169622,1.000000
107.137009,0.148978,0.204935,1.000000
109.802238,0.432976,0.216481,1.000000
106.603783,0.003117,0.205912,1.000000
100.161461,0.053584,0.216923,1.000000
100.107193,0.404121,0.327657,1.000000
99.035629,0.508884,0.337970,1.000000
94.269127,0.202928,0.372588,1.000000
91.372101,0.337590,0.382051,1.000000
93.371918,0.379178,0.447576,1.000000
94.494148,0.459832,0.456049,1.000000
92.492233,0.497912,0.444644,1.000000
94.269043,0.659802,0.452000,1.000000
100.570984,0.720187,0.424940,1.000000
101.077606,0.516463,0.431071,1.000000
100.513069,0.713287,0.405850,1.000000
104.435699,0.313390,0.410664,1.000000
104.639381,0.325418,0.359207,1.000000
99.856705,0.332151,0.362632,1.000000
97.604881,0.358771,0.438527,1.000000
99.190582,0.483691,0.440511,1.000000
95.674423,0.493006,0.440897,1.000000
90.406952,0.122125,0.441410,1.000000
91.958702,0.616381,0.526365,1.000000
91.908661,0.636946,0.525397,1.000000
87.650360,0.649636,0.523189,1.000000
89.677353,0.452841,0.520754,1.000000
93.897980,0.685905,0.500501,1.000000
94.983505,0.415659,0.496634,1.000000
96.828110,0.515921,0.456508,1.000000
102.712914,0.390035,0.451264,1.000000
106.393478,0.252911,0.346645,1.000000
104.508377,0.392722,0.340103,1.000000
107.193977,0.049598,0.338055,1.000000
111.309357,0.481107,0.330310,1.000000
107.950401,0.342228,0.263705,1.000000
107.913078,0.292308,0.254870,1.000000
110.534653,0.243444,0.257347,1.000000
109.558296,0.280540,0.247553,1.000000
106.973206,0.285085,0.243614,1.000000
107.605560,0.282979,0.233006,1.000000
108.012230,0.340589,0.224696,1.000000
104.002380,0.262369,0.213431,1.000000
104.997528,0.332527,0.252312,1.000000
108.666626,0.317353,0.240558,1.000000
106.648575,0.206670,0.178953,1.000000
105.861946,0.292549,0.166883,1.000000
108.249344,0.255465,0.167914,1.000000
105.262207,0.000011,0.155708,1.000000
101.286949,0.406481,0.177949,1.000000
102.070404,-0.018022,0.165789,1.000000
101.694588,0.077966,0.163314,1.000000
95.754555,0.065062,0.151382,1.000000
94.732925,0.271100,0.222753,1.000000
99.576431,0.110160,0.211227,1.000000
97.265793,-0.065321,0.149288,1.000000
97.921791,0.100016,0.138339,1.000000
105.636757,0.216344,0.111669,1.000000
108.009674,0.196421,0.101462,1.000000
108.125557,0.165639,0.020473,1.000000
112.200920,0.246553,0.011161,1.000000
116.370560,0.039865,-0.064263,1.000000
113.646202,0.094075,-0.072540,1.000000
111.544991,0.038557,-0.053829,1.000000
114.056999,0.021908,-0.060947,1.000000
108.788284,-0.120461,-0.078158,1.000000
103.081039,-0.064736,-0.084009,1.000000
103.123604,0.037551,0.013408,1.000000
100.475433,0.014291,0.008913,1.000000
95.630356,0.048035,0.047203,1.000000
94.289055,-0.036284,0.044132,1.000000
96.538918,-0.037868,0.074664,1.000000
96.013893,0.110086,0.073063,1.000000
93.515640,0.141049,0.079771,1.000000
97.847458,-0.103994,0.079668,1.000000
101.156235,-0.036344,0.025348,1.000000
99.492599,-0.017833,0.026743,1.000000
103.163368,-0.027645,0.027955,1.000000
104.868263,0.099584,0.030830,1.000000
100.372047,-0.020337,0.000817,1.000000
95.535301,0.101466,0.005129,1.000000
94.684166,0.050240,0.098426,1.000000
94.555031,0.079191,0.104111,1.000000
89.163239,0.336600,0.127512,1.000000
85.462944,0.033233,0.134487,1.000000
88.093735,0.106650,0.206294,1.000000
85.870811,0.194254,0.214454,1.000000
82.138016,0.443671,0.251703,1.000000
85.806480,0.129261,0.260927,1.000000
88.635872,0.239737,0.233144,1.000000
88.382019,0.158942,0.243293,1.000000
88.486969,0.241391,0.249796,1.000000
92.974632,0.332686,0.260718,1.000000
97.206284,0.231325,0.195489,1.000000
96.215981,0.339936,0.207020,1.000000
97.393250,0.564451,0.224040,1.000000
102.805878,0.391435,0.236007,1.000000
100.748444,0.175808,0.170348,1.000000
98.147919,0.145194,0.182571,1.000000
100.900139,0.298969,0.233989,1.000000
102.240379,0.106955,0.246282,1.000000
99.577560,0.251131,0.233906,1.000000
97.751938,0.143601,0.246085,1.000000
99.553566,0.162679,0.290374,1.000000
99.587296,0.179767,0.302254,1.000000
96.068214,0.537141,0.313217,1.000000
97.719460,0.215090,0.324618,1.000000
101.693771,0.404014,0.319415,1.000000
98.810478,0.318822,0.330165,1.000000
97.580070,0.230252,0.365840,1.000000
102.931915,0.359274,0.375774,1.000000
103.770744,0.061721,0.314944,1.000000
97.580063,0.494904,0.323913,1.000000
94.965027,0.180688,0.417688,1.000000
95.856468,0.429793,0.425554,1.000000
92.655411,0.451563,0.437870,1.000000
88.066582,0.506223,0.444513,1.000000
91.614388,0.612279,0.519309,1.000000
93.957169,0.338031,0.524628,1.000000
91.889351,0.650429,0.483600,1.000000
96.261192,0.456718,0.487512,1.000000
102.818375,0.437195,0.429801,1.000000
105.936951,0.539107,0.432246,1.000000
107.770439,0.181734,0.361960,1.000000
114.192833,0.230772,0.362899,1.000000
117.853043,0.386461,0.262057,1.000000
114.471413,0.329265,0.261476,1.000000
113.928940,0.417728,0.291466,1.000000
116.397591,0.304485,0.289372,1.000000
109.924393,0.156356,0.273805,1.000000
105.925591,0.376434,0.270228,1.000000
105.862984,0.611500,0.350414,1.000000
102.198898,0.280990,0.345408,1.000000
97.367386,0.325695,0.402546,1.000000
97.494057,0.411591,0.396187,1.000000
99.784065,0.263254,0.401419,1.000000
98.053864,0.375878,0.393801,1.000000
98.216751,0.334952,0.400517,1.000000
104.763519,0.026734,0.391756,1.000000
105.801231,0.359327,0.293302,1.000000
105.195000,0.571001,0.283531,1.000000
109.061996,0.400846,0.265723,1.000000
108.760544,0.372124,0.255090,1.000000
103.690842,0.165979,0.241658,1.000000
