lut_index,lut_raw21,ideal_raw21,corr_error_counts,corr_error_deg
59,117280,120832,-3552,-0.6097412109375
60,119246,122880,-3634,-0.623817443847656
61,121201,124928,-3727,-0.639781951904297
62,123149,126976,-3827,-0.656948089599609
63,125049,129024,-3975,-0.682353973388672
64,126997,131072,-4075,-0.699520111083984
65,128956,133120,-4164,-0.714797973632812
66,130881,135168,-4287,-0.735912322998047
67,132799,137216,-4417,-0.758228302001953
68,134726,139264,-4538,-0.778999328613281
69,136618,141312,-4694,-0.805778503417969
70,138515,143360,-4845,-0.831699371337891
71,140360,145408,-5048,-0.866546630859375
72,142224,147456,-5232,-0.89813232421875
73,144007,149504,-5497,-0.943622589111328
74,145754,151552,-5798,-0.995292663574219
75,147490,153600,-6110,-1.04885101318359
76,149187,155648,-6461,-1.10910415649414
77,150883,157696,-6813,-1.16952896118164
78,152558,159744,-7186,-1.23355865478516
79,154241,161792,-7551,-1.29621505737305
80,155963,163840,-7877,-1.35217666625977
81,157683,165888,-8205,-1.40848159790039
82,159421,167936,-8515,-1.46169662475586
83,161201,169984,-8783,-1.5077018737793
84,163026,172032,-9006,-1.54598236083984
85,164890,174080,-9190,-1.57756805419922
86,166747,176128,-9381,-1.61035537719727
87,168658,178176,-9518,-1.63387298583984
88,170582,180224,-9642,-1.65515899658203
89,172537,182272,-9735,-1.67112350463867
90,174516,184320,-9804,-1.68296813964844
91,176522,186368,-9846,-1.69017791748047
92,178524,188416,-9892,-1.69807434082031
93,180528,190464,-9936,-1.70562744140625
94,182538,192512,-9974,-1.71215057373047
95,184533,194560,-10027,-1.72124862670898
96,186539,196608,-10069,-1.72845840454102
97,188511,198656,-10145,-1.74150466918945
98,190466,200704,-10238,-1.75746917724609
99,192376,202752,-10376,-1.78115844726562
100,194329,204800,-10471,-1.79746627807617
101,196263,206848,-10585,-1.81703567504883
102,198169,208896,-10727,-1.84141159057617
103,200094,210944,-10850,-1.86252593994141
104,202047,212992,-10945,-1.87883377075195
105,203946,215040,-11094,-1.90441131591797
106,205894,217088,-11194,-1.92157745361328
107,207842,219136,-11294,-1.93874359130859
108,209792,221184,-11392,-1.95556640625
109,211701,223232,-11531,-1.97942733764648
110,213642,225280,-11638,-1.99779510498047
111,215569,227328,-11759,-2.0185661315918
112,217465,229376,-11911,-2.04465866088867
113,219411,231424,-12013,-2.06216812133789
114,221373,233472,-12099,-2.07693099975586
115,223328,235520,-12192,-2.0928955078125
116,225267,237568,-12301,-2.11160659790039
117,227315,239616,-12301,-2.11160659790039
118,229421,241664,-12243,-2.10165023803711
119,231542,243712,-12170,-2.08911895751953
120,233728,245760,-12032,-2.0654296875
121,235965,247808,-11843,-2.03298568725586
122,238190,249856,-11666,-2.00260162353516
123,240448,251904,-11456,-1.966552734375
124,242710,253952,-11242,-1.92981719970703
125,244994,256000,-11006,-1.88930511474609
126,247208,258048,-10840,-1.86080932617188
127,249400,260096,-10696,-1.83609008789062
128,251579,262144,-10565,-1.81360244750977
129,253723,264192,-10469,-1.79712295532227
130,255853,266240,-10387,-1.78304672241211
131,257938,268288,-10350,-1.77669525146484
132,260007,270336,-10329,-1.77309036254883
133,262095,272384,-10289,-1.7662239074707
134,264169,274432,-10263,-1.76176071166992
135,266245,276480,-10235,-1.75695419311523
136,268324,278528,-10204,-1.75163269042969
137,270383,280576,-10193,-1.7497444152832
138,272462,282624,-10162,-1.74442291259766
139,274540,284672,-10132,-1.73927307128906
140,276635,286720,-10085,-1.73120498657227
141,278739,288768,-10029,-1.72159194946289
142,280844,290816,-9972,-1.71180725097656
143,282987,292864,-9877,-1.69549942016602
144,285203,294912,-9709,-1.66666030883789
145,287417,296960,-9543,-1.63816452026367
146,289656,299008,-9352,-1.60537719726562
147,291898,301056,-9158,-1.57207489013672
148,294179,303104,-8925,-1.53207778930664
149,296484,305152,-8668,-1.48796081542969
150,298807,307200,-8393,-1.44075393676758
151,301132,309248,-8116,-1.39320373535156
152,303465,311296,-7831,-1.34428024291992
153,305760,313344,-7584,-1.3018798828125
154,308030,315392,-7362,-1.26377105712891
155,310283,317440,-7157,-1.22858047485352
156,312522,319488,-6966,-1.19579315185547
157,314701,321536,-6835,-1.17330551147461
158,316856,323584,-6728,-1.15493774414062
159,318986,325632,-6646,-1.14086151123047
160,321083,327680,-6597,-1.13245010375977
161,323143,329728,-6585,-1.13039016723633
162,325138,331776,-6638,-1.13948822021484
163,327186,333824,-6638,-1.13948822021484
164,329244,335872,-6628,-1.13777160644531
165,331303,337920,-6617,-1.13588333129883
166,333389,339968,-6579,-1.12936019897461
167,335505,342016,-6511,-1.1176872253418
168,337623,344064,-6441,-1.10567092895508
169,339746,346112,-6366,-1.09279632568359
170,341882,348160,-6278,-1.07769012451172
171,344061,350208,-6147,-1.05520248413086
172,346203,352256,-6053,-1.03906631469727
173,348365,354304,-5939,-1.01949691772461
174,350520,356352,-5832,-1.00112915039062
175,352692,358400,-5708,-0.979843139648438
176,354861,360448,-5587,-0.959072113037109
177,357014,362496,-5482,-0.941047668457031
178,359191,364544,-5353,-0.918903350830078
179,361405,366592,-5187,-0.890407562255859
180,363609,368640,-5031,-0.863628387451172
181,365804,370688,-4884,-0.838394165039062
182,367976,372736,-4760,-0.817108154296875
183,370108,374784,-4676,-0.802688598632812
184,372212,376832,-4620,-0.793075561523438
185,374265,378880,-4615,-0.792217254638672
186,376280,380928,-4648,-0.797882080078125
187,378273,382976,-4703,-0.807323455810547
188,380179,385024,-4845,-0.831699371337891
189,382073,387072,-4999,-0.858135223388672
190,383940,389120,-5180,-0.889205932617188
191,385748,391168,-5420,-0.930404663085938
192,387600,393216,-5616,-0.96405029296875
193,389413,395264,-5851,-1.00439071655273
194,391219,397312,-6093,-1.04593276977539
195,393025,399360,-6335,-1.08747482299805
196,394833,401408,-6575,-1.1286735534668
197,396679,403456,-6777,-1.16334915161133
198,398538,405504,-6966,-1.19579315185547
199,400433,407552,-7119,-1.2220573425293
200,402399,409600,-7201,-1.23613357543945
201,404364,411648,-7284,-1.25038146972656
202,406379,413696,-7317,-1.25604629516602
203,408441,415744,-7303,-1.25364303588867
204,410541,417792,-7251,-1.24471664428711
205,412661,419840,-7179,-1.23235702514648
206,414777,421888,-7111,-1.22068405151367
207,416893,423936,-7043,-1.20901107788086
208,419041,425984,-6943,-1.19184494018555
209,421164,428032,-6868,-1.17897033691406
210,423261,430080,-6819,-1.17055892944336
211,425309,432128,-6819,-1.17055892944336
212,427365,434176,-6811,-1.16918563842773
213,429413,436224,-6811,-1.16918563842773
214,431433,438272,-6839,-1.17399215698242
215,433444,440320,-6876,-1.18034362792969
216,435441,442368,-6927,-1.1890983581543
217,437391,444416,-7025,-1.2059211730957
218,439314,446464,-7150,-1.22737884521484
219,441227,448512,-7285,-1.25055313110352
220,443140,450560,-7420,-1.27372741699219
221,444997,452608,-7611,-1.30651473999023
222,446831,454656,-7825,-1.3432502746582
223,448639,456704,-8065,-1.38444900512695
224,450464,458752,-8288,-1.4227294921875
225,452295,460800,-8505,-1.45998001098633
226,454143,462848,-8705,-1.49431228637695
227,456040,464896,-8856,-1.52023315429688
228,457946,466944,-8998,-1.54460906982422
229,459891,468992,-9101,-1.56229019165039
230,461919,471040,-9121,-1.56572341918945
231,463988,473088,-9100,-1.56211853027344
232,466092,475136,-9044,-1.55250549316406
233,468238,477184,-8946,-1.53568267822266
234,470380,479232,-8852,-1.51954650878906
235,472547,481280,-8733,-1.49911880493164
236,474693,483328,-8635,-1.48229598999023
237,476836,485376,-8540,-1.46598815917969
238,478976,487424,-8448,-1.4501953125
239,481091,489472,-8381,-1.43869400024414
240,483170,491520,-8350,-1.43337249755859
241,485216,493568,-8352,-1.4337158203125
242,487238,495616,-8378,-1.43817901611328
243,489238,497664,-8426,-1.44641876220703
244,491181,499712,-8531,-1.46444320678711
245,493089,501760,-8671,-1.48847579956055
246,495026,503808,-8782,-1.50753021240234
247,496953,505856,-8903,-1.52830123901367
248,498845,507904,-9059,-1.55508041381836
249,500756,509952,-9196,-1.57859802246094
250,502706,512000,-9294,-1.59542083740234
251,504610,514048,-9438,-1.62014007568359
252,506574,516096,-9522,-1.63455963134766
253,508564,518144,-9580,-1.64451599121094
254,510568,520192,-9624,-1.65206909179688
255,512579,522240,-9661,-1.65842056274414
256,514597,524288,-9691,-1.66357040405273
257,516610,526336,-9726,-1.66957855224609
258,518649,528384,-9735,-1.67112350463867
259,520679,530432,-9753,-1.67421340942383
260,522755,532480,-9725,-1.66940689086914
261,524784,534528,-9744,-1.67266845703125
262,526842,536576,-9734,-1.67095184326172
263,528948,538624,-9676,-1.66099548339844
264,531055,540672,-9617,-1.6508674621582
265,533171,542720,-9549,-1.63919448852539
266,535312,544768,-9456,-1.62322998046875
267,537432,546816,-9384,-1.61087036132812
268,539532,548864,-9332,-1.60194396972656
269,541615,550912,-9297,-1.5959358215332
270,543675,552960,-9285,-1.59387588500977
271,545688,555008,-9320,-1.59988403320312
272,547653,557056,-9403,-1.61413192749023
273,549589,559104,-9515,-1.63335800170898
274,551497,561152,-9655,-1.65739059448242
275,553413,563200,-9787,-1.68004989624023
276,555307,565248,-9941,-1.70648574829102
277,557199,567296,-10097,-1.7332649230957
278,559047,569344,-10297,-1.76759719848633
279,560932,571392,-10460,-1.79557800292969
280,562871,573440,-10569,-1.81428909301758
281,564814,575488,-10674,-1.83231353759766
282,566755,577536,-10781,-1.85068130493164
283,568734,579584,-10850,-1.86252593994141
284,570679,581632,-10953,-1.88020706176758
285,572646,583680,-11034,-1.89411163330078
286,574650,585728,-11078,-1.90166473388672
287,576670,587776,-11106,-1.90647125244141
288,578683,589824,-11141,-1.91247940063477
289,580699,591872,-11173,-1.91797256469727
290,582729,593920,-11191,-1.92106246948242
291,584765,595968,-11203,-1.92312240600586
292,586832,598016,-11184,-1.91986083984375
293,588904,600064,-11160,-1.91574096679688
294,590966,602112,-11146,-1.91333770751953
295,593016,604160,-11144,-1.91299438476562
296,595106,606208,-11102,-1.90578460693359
297,597201,608256,-11055,-1.8977165222168
298,599289,610304,-11015,-1.89085006713867
299,601389,612352,-10963,-1.88192367553711
300,603453,614400,-10947,-1.87917709350586
301,605483,616448,-10965,-1.88226699829102
302,607515,618496,-10981,-1.88501358032227
303,609526,620544,-11018,-1.89136505126953
304,611499,622592,-11093,-1.90423965454102
305,613447,624640,-11193,-1.92140579223633
306,615377,626688,-11311,-1.9416618347168
307,617236,628736,-11500,-1.97410583496094
308,619077,630784,-11707,-2.00963973999023
309,620950,632832,-11882,-2.03968048095703
310,622798,634880,-12082,-2.07401275634766
311,624648,636928,-12280,-2.10800170898438
312,626506,638976,-12470,-2.14061737060547
313,628423,641024,-12601,-2.16310501098633
314,630374,643072,-12698,-2.17975616455078
315,632378,645120,-12742,-2.18730926513672
316,634447,647168,-12721,-2.1837043762207
317,636523,649216,-12693,-2.17889785766602
318,638629,651264,-12635,-2.16894149780273
319,640757,653312,-12555,-2.15520858764648
320,642887,655360,-12473,-2.14113235473633
321,645026,657408,-12382,-2.12551116943359
322,647148,659456,-12308,-2.11280822753906
323,649253,661504,-12251,-2.10302352905273
324,651333,663552,-12219,-2.09753036499023
325,653400,665600,-12200,-2.09426879882812
326,655504,667648,-12144,-2.08465576171875
327,657560,669696,-12136,-2.08328247070312
328,659578,671744,-12166,-2.08843231201172
329,661626,673792,-12166,-2.08843231201172
330,663697,675840,-12143,-2.0844841003418
331,665746,677888,-12142,-2.08431243896484
332,667810,679936,-12126,-2.08156585693359
333,669844,681984,-12140,-2.08396911621094
334,671872,684032,-12160,-2.08740234375
335,673873,686080,-12207,-2.0954704284668
336,675891,688128,-12237,-2.10062026977539
337,677946,690176,-12230,-2.09941864013672
338,679971,692224,-12253,-2.10336685180664
339,681992,694272,-12280,-2.10800170898438
340,684033,696320,-12287,-2.10920333862305
341,686048,698368,-12320,-2.1148681640625
342,688118,700416,-12298,-2.11109161376953
343,690196,702464,-12268,-2.10594177246094
344,692268,704512,-12244,-2.10182189941406
345,694388,706560,-12172,-2.08946228027344
346,696520,708608,-12088,-2.07504272460938
347,698713,710656,-11943,-2.05015182495117
348,700938,712704,-11766,-2.01976776123047
349,703175,714752,-11577,-1.98732376098633
350,705454,716800,-11346,-1.94766998291016
351,707745,718848,-11103,-1.90595626831055
352,710030,720896,-10866,-1.86527252197266
353,712342,722944,-10602,-1.81995391845703
354,714619,724992,-10373,-1.78064346313477
355,716895,727040,-10145,-1.74150466918945
356,719148,729088,-9940,-1.70631408691406
357,721392,731136,-9744,-1.67266845703125
358,723618,733184,-9566,-1.64211273193359
359,725806,735232,-9426,-1.61808013916016
360,727987,737280,-9293,-1.59524917602539
361,730186,739328,-9142,-1.56932830810547
362,732372,741376,-9004,-1.54563903808594
363,734576,743424,-8848,-1.51885986328125
364,736755,745472,-8717,-1.49637222290039
365,738885,747520,-8635,-1.48229598999023
366,741003,749568,-8565,-1.47027969360352
367,743110,751616,-8506,-1.46015167236328
368,745221,753664,-8443,-1.44933700561523
369,747329,755712,-8383,-1.43903732299805
370,749443,757760,-8317,-1.42770767211914
371,751587,759808,-8221,-1.41122817993164
372,753754,761856,-8102,-1.39080047607422
373,755988,763904,-7916,-1.35887145996094
374,758270,765952,-7682,-1.31870269775391
375,760639,768000,-7361,-1.26359939575195
376,763067,770048,-6981,-1.19836807250977
377,765540,772096,-6556,-1.12541198730469
378,768010,774144,-6134,-1.05297088623047
379,770512,776192,-5680,-0.97503662109375
380,773003,778240,-5237,-0.898990631103516
381,775452,780288,-4836,-0.830154418945312
382,777841,782336,-4495,-0.771617889404297
383,780227,784384,-4157,-0.713596343994141
384,782515,786432,-3917,-0.672397613525391
385,784752,788480,-3728,-0.63995361328125
386,786954,790528,-3574,-0.613517761230469
387,789123,792576,-3453,-0.592746734619141
388,791216,794624,-3408,-0.58502197265625
389,793285,796672,-3387,-0.581417083740234
390,795380,798720,-3340,-0.573348999023438
391,797500,800768,-3268,-0.560989379882812
392,799602,802816,-3214,-0.551719665527344
393,801748,804864,-3116,-0.534896850585938
394,803932,806912,-2980,-0.511550903320312
395,806157,808960,-2803,-0.481166839599609
396,808417,811008,-2591,-0.444774627685547
397,810724,813056,-2332,-0.400314331054688
398,813070,815104,-2034,-0.349159240722656
399,815419,817152,-1733,-0.297489166259766
400,817777,819200,-1423,-0.244274139404297
401,820175,821248,-1073,-0.184192657470703
402,822550,823296,-746,-0.128059387207031
403,824898,825344,-446,-0.0765609741210938
404,827231,827392,-161,-0.0276374816894531
405,829577,829440,137,0.0235176086425781
406,831915,831488,427,0.0732994079589844
407,834219,833536,683,0.117244720458984
408,836479,835584,895,0.153636932373047
409,838691,837632,1059,0.181789398193359
410,840865,839680,1185,0.203418731689453
411,843002,841728,1274,0.218696594238281
412,845103,843776,1327,0.227794647216797
413,847161,845824,1337,0.229511260986328
414,849172,847872,1300,0.223159790039062
415,851166,849920,1246,0.213890075683594
416,853159,851968,1191,0.204448699951172
417,855177,854016,1161,0.199298858642578
418,857225,856064,1161,0.199298858642578
419,859243,858112,1131,0.194149017333984
420,861298,860160,1138,0.195350646972656
421,863407,862208,1199,0.205821990966797
422,865537,864256,1281,0.219898223876953
423,867725,866304,1421,0.243930816650391
424,869913,868352,1561,0.267963409423828
425,872112,870400,1712,0.29388427734375
426,874317,872448,1869,0.320835113525391
427,876526,874496,2030,0.348472595214844
428,878765,876544,2221,0.381259918212891
429,880993,878592,2401,0.412158966064453
430,883211,880640,2571,0.441341400146484
431,885399,882688,2711,0.465373992919922
432,887561,884736,2825,0.484943389892578
433,889707,886784,2923,0.501766204833984
434,891798,888832,2966,0.509147644042969
435,893895,890880,3015,0.517559051513672
436,895971,892928,3043,0.522365570068359
437,898035,894976,3059,0.525112152099609
438,900079,897024,3055,0.524425506591797
439,902123,899072,3051,0.523738861083984
440,904133,901120,3013,0.517215728759766
441,906121,903168,2953,0.506916046142578
442,908123,905216,2907,0.499019622802734
443,910131,907264,2867,0.492153167724609
444,912077,909312,2765,0.474643707275391
445,914002,911360,2642,0.453529357910156
446,915908,913408,2500,0.429153442382812
447,917800,915456,2344,0.402374267578125
448,919645,917504,2141,0.367527008056641
449,921524,919552,1972,0.338516235351562
450,923418,921600,1818,0.312080383300781
451,925287,923648,1639,0.281352996826172
452,927170,925696,1474,0.253028869628906
453,929092,927744,1348,0.231399536132812
454,931068,929792,1276,0.219039916992188
455,933077,931840,1237,0.212345123291016
456,935115,933888,1227,0.210628509521484
457,937194,935936,1258,0.215950012207031
458,939277,937984,1293,0.221958160400391
459,941346,940032,1314,0.225563049316406
460,943439,942080,1359,0.233287811279297
461,945531,944128,1403,0.240840911865234
462,947603,946176,1427,0.244960784912109
463,949649,948224,1425,0.244617462158203
464,951657,950272,1385,0.237751007080078
465,953661,952320,1341,0.230197906494141
466,955644,954368,1276,0.219039916992188
467,957630,956416,1214,0.208396911621094
468,959571,958464,1107,0.190029144287109
469,961507,960512,995,0.170803070068359
470,963462,962560,902,0.154838562011719
471,965424,964608,816,0.14007568359375
472,967365,966656,709,0.121707916259766
473,969341,968704,637,0.109348297119141
474,971291,970752,539,0.0925254821777344
475,973256,972800,456,0.078277587890625
476,975229,974848,381,0.0654029846191406
477,977245,976896,349,0.0599098205566406
478,979258,978944,314,0.0539016723632812
479,981295,980992,303,0.0520133972167969
480,983341,983040,301,0.0516700744628906
481,985412,985088,324,0.0556182861328125
482,987491,987136,355,0.0609397888183594
483,989599,989184,415,0.0712394714355469
484,991697,991232,465,0.0798225402832031
485,993829,993280,549,0.0942420959472656
486,995968,995328,640,0.10986328125
487,998121,997376,745,0.127887725830078
488,1000281,999424,857,0.147113800048828
489,1002450,1001472,978,0.167884826660156
490,1004587,1003520,1067,0.183162689208984
491,1006740,1005568,1172,0.201187133789062
492,1008893,1007616,1277,0.219211578369141
493,1011021,1009664,1357,0.232944488525391
494,1013129,1011712,1417,0.243244171142578
495,1015215,1013760,1455,0.249767303466797
496,1017289,1015808,1481,0.254230499267578
497,1019328,1017856,1472,0.252685546875
498,1021355,1019904,1451,0.249080657958984
499,1023399,1021952,1447,0.248394012451172
500,1025391,1024000,1391,0.238780975341797
501,1027392,1026048,1344,0.230712890625
502,1029438,1028096,1342,0.230369567871094
503,1031491,1030144,1347,0.231227874755859
504,1033570,1032192,1378,0.236549377441406
505,1035665,1034240,1425,0.244617462158203
506,1037752,1036288,1464,0.251312255859375
507,1039861,1038336,1525,0.261783599853516
508,1041982,1040384,1598,0.274314880371094
509,1044111,1042432,1679,0.288219451904297
510,1046237,1044480,1757,0.301609039306641
511,1048357,1046528,1829,0.313968658447266
512,1050454,1048576,1878,0.322380065917969
513,1052600,1050624,1976,0.339202880859375
514,1054763,1052672,2091,0.358943939208984
515,1056937,1054720,2217,0.380573272705078
516,1059092,1056768,2324,0.398941040039062
517,1061273,1058816,2457,0.421772003173828
518,1063489,1060864,2625,0.450611114501953
519,1065703,1062912,2791,0.479106903076172
520,1067947,1064960,2987,0.512752532958984
521,1070172,1067008,3164,0.543136596679688
522,1072332,1069056,3276,0.562362670898438
523,1074467,1071104,3363,0.577297210693359
524,1076587,1073152,3435,0.589656829833984
525,1078689,1075200,3489,0.598926544189453
526,1080770,1077248,3522,0.604591369628906
527,1082795,1079296,3499,0.600643157958984
528,1084791,1081344,3447,0.591716766357422
529,1086737,1083392,3345,0.574207305908203
530,1088688,1085440,3248,0.55755615234375
531,1090631,1087488,3143,0.539531707763672
532,1092542,1089536,3006,0.516014099121094
533,1094483,1091584,2899,0.497646331787109
534,1096452,1093632,2820,0.484085083007812
535,1098400,1095680,2720,0.4669189453125
536,1100408,1097728,2680,0.460052490234375
537,1102456,1099776,2680,0.460052490234375
538,1104493,1101824,2669,0.458164215087891
539,1106588,1103872,2716,0.466232299804688
540,1108722,1105920,2802,0.480995178222656
541,1110857,1107968,2889,0.495929718017578
542,1113005,1110016,2989,0.513095855712891
543,1115142,1112064,3078,0.528373718261719
544,1117279,1114112,3167,0.543651580810547
545,1119397,1116160,3237,0.555667877197266
546,1121492,1118208,3284,0.563735961914062
547,1123617,1120256,3361,0.576953887939453
548,1125672,1122304,3368,0.578155517578125
549,1127699,1124352,3347,0.574550628662109
550,1129743,1126400,3343,0.573863983154297
551,1131742,1128448,3294,0.565452575683594
552,1133732,1130496,3236,0.555496215820312
553,1135710,1132544,3166,0.543479919433594
554,1137630,1134592,3038,0.521507263183594
555,1139499,1136640,2859,0.490779876708984
556,1141345,1138688,2657,0.456104278564453
557,1143186,1140736,2450,0.420570373535156
558,1144973,1142784,2189,0.375766754150391
559,1146751,1144832,1919,0.329418182373047
560,1148489,1146880,1609,0.276203155517578
561,1150220,1148928,1292,0.221786499023438
562,1151933,1150976,957,0.164279937744141
563,1153718,1153024,694,0.119132995605469
564,1155528,1155072,456,0.078277587890625
565,1157365,1157120,245,0.0420570373535156
566,1159222,1159168,54,0.00926971435546875
567,1161116,1161216,-100,-0.0171661376953125
568,1163069,1163264,-195,-0.0334739685058594
569,1165054,1165312,-258,-0.0442886352539062
570,1167074,1167360,-286,-0.0490951538085938
571,1169134,1169408,-274,-0.0470352172851562
572,1171136,1171456,-320,-0.054931640625
573,1173163,1173504,-341,-0.0585365295410156
574,1175169,1175552,-383,-0.0657463073730469
575,1177173,1177600,-427,-0.0732994079589844
576,1179159,1179648,-489,-0.0839424133300781
577,1181104,1181696,-592,-0.10162353515625
578,1183034,1183744,-710,-0.121879577636719
579,1184917,1185792,-875,-0.150203704833984
580,1186769,1187840,-1071,-0.183849334716797
581,1188619,1189888,-1269,-0.217838287353516
582,1190448,1191936,-1488,-0.25543212890625
583,1192233,1193984,-1751,-0.300579071044922
584,1193972,1196032,-2060,-0.353622436523438
585,1195728,1198080,-2352,-0.40374755859375
586,1197476,1200128,-2652,-0.455245971679688
587,1199217,1202176,-2959,-0.507946014404297
588,1200985,1204224,-3239,-0.556011199951172
589,1202775,1206272,-3497,-0.600299835205078
590,1204562,1208320,-3758,-0.645103454589844
591,1206324,1210368,-4044,-0.694198608398438
592,1208162,1212416,-4254,-0.730247497558594
593,1210040,1214464,-4424,-0.759429931640625
594,1211881,1216512,-4631,-0.794963836669922
595,1213752,1218560,-4808,-0.825347900390625
596,1215626,1220608,-4982,-0.855216979980469
597,1217499,1222656,-5157,-0.885257720947266
598,1219366,1224704,-5338,-0.916328430175781
599,1221269,1226752,-5483,-0.941219329833984
600,1223234,1228800,-5566,-0.955467224121094
601,1225168,1230848,-5680,-0.97503662109375
602,1227104,1232896,-5792,-0.9942626953125
603,1229115,1234944,-5829,-1.00061416625977
604,1231138,1236992,-5854,-1.00490570068359
605,1233193,1239040,-5847,-1.00370407104492
606,1235253,1241088,-5835,-1.00164413452148
607,1237299,1243136,-5837,-1.00198745727539
608,1239331,1245184,-5853,-1.00473403930664
609,1241330,1247232,-5902,-1.01314544677734
610,1243334,1249280,-5946,-1.02069854736328
611,1245326,1251328,-6002,-1.03031158447266
612,1247274,1253376,-6102,-1.04747772216797
613,1249166,1255424,-6258,-1.07425689697266
614,1251047,1257472,-6425,-1.10292434692383
615,1252916,1259520,-6604,-1.13365173339844
616,1254775,1261568,-6793,-1.16609573364258
617,1256669,1263616,-6947,-1.19253158569336
618,1258545,1265664,-7119,-1.2220573425293
619,1260402,1267712,-7310,-1.25484466552734
620,1262266,1269760,-7494,-1.28643035888672
621,1264180,1271808,-7628,-1.30943298339844
622,1266107,1273856,-7749,-1.33020401000977
623,1268069,1275904,-7835,-1.34496688842773
624,1270026,1277952,-7926,-1.36058807373047
625,1272011,1280000,-7989,-1.37140274047852
626,1273987,1282048,-8061,-1.38376235961914
627,1276026,1284096,-8070,-1.38530731201172
628,1278093,1286144,-8051,-1.38204574584961
629,1280227,1288192,-7965,-1.36728286743164
630,1282329,1290240,-7911,-1.35801315307617
631,1284468,1292288,-7820,-1.34239196777344
632,1286612,1294336,-7724,-1.32591247558594
633,1288807,1296384,-7577,-1.30067825317383
634,1291014,1298432,-7418,-1.27338409423828
635,1293202,1300480,-7278,-1.24935150146484
636,1295411,1302528,-7117,-1.22171401977539
637,1297617,1304576,-6959,-1.1945915222168
638,1299810,1306624,-6814,-1.16970062255859
639,1302028,1308672,-6644,-1.14051818847656
640,1304184,1310720,-6536,-1.12197875976562
641,1306318,1312768,-6450,-1.10721588134766
642,1308434,1314816,-6382,-1.09554290771484
643,1310520,1316864,-6344,-1.08901977539062
644,1312586,1318912,-6326,-1.08592987060547
645,1314609,1320960,-6351,-1.0902214050293
646,1316618,1323008,-6390,-1.09691619873047
647,1318584,1325056,-6472,-1.11099243164062
648,1320535,1327104,-6569,-1.12764358520508
649,1322546,1329152,-6606,-1.13399505615234
650,1324561,1331200,-6639,-1.1396598815918
651,1326574,1333248,-6674,-1.14566802978516
652,1328651,1335296,-6645,-1.14068984985352
653,1330804,1337344,-6540,-1.12266540527344
654,1333008,1339392,-6384,-1.09588623046875
655,1335252,1341440,-6188,-1.06224060058594
656,1337505,1343488,-5983,-1.02705001831055
657,1339791,1345536,-5745,-0.986194610595703
658,1342096,1347584,-5488,-0.94207763671875
659,1344398,1349632,-5234,-0.898475646972656
660,1346702,1351680,-4978,-0.854530334472656
661,1348986,1353728,-4742,-0.814018249511719
662,1351263,1355776,-4513,-0.774707794189453
663,1353469,1357824,-4355,-0.747585296630859
664,1355685,1359872,-4187,-0.718746185302734
665,1357915,1361920,-4005,-0.687503814697266
666,1360085,1363968,-3883,-0.666561126708984
667,1362249,1366016,-3767,-0.646648406982422
