raw21,omega_pll_rad_s,iq_ref_a,dbg_iq_a
1886190.000000,297.602661,0.275390,0.282889
1840006.000000,285.603821,0.473303,0.292203
1794701.000000,275.323151,0.473303,0.466926
1746838.000000,276.836639,0.561206,0.518802
1696266.000000,286.656097,0.561206,0.688260
1644229.000000,298.457611,0.345012,0.513844
1591634.000000,308.730743,0.345012,0.382309
1540313.000000,311.661072,0.212861,0.420909
1488834.000000,313.767090,0.212861,0.268380
1437307.000000,314.185608,0.187474,0.330939
1388245.000000,305.763733,0.187474,0.133203
1341005.000000,293.347656,0.395920,0.177755
1292539.000000,288.898346,0.395920,0.227770
1240363.000000,298.509125,0.344320,0.406872
1185365.000000,314.781525,0.344320,0.431373
1131082.000000,323.583466,0.093341,0.455292
1080929.000000,315.920929,0.093341,0.097649
1032702.000000,303.628693,0.292852,0.029332
983725.000000,296.909393,0.292852,0.143638
932299.000000,300.195648,0.327181,-0.063731
880751.000000,302.848999,0.327181,0.277239
832351.000000,295.993500,0.369242,0.308653
786634.000000,283.669922,0.369242,0.162359
741631.000000,273.841125,0.591027,0.282106
695204.000000,272.039673,0.591027,0.490128
645733.000000,280.627747,0.523355,0.263539
594315.000000,292.841705,0.523355,0.669592
542232.000000,303.703888,0.292557,0.805048
491098.000000,308.349213,0.292557,0.470548
439353.000000,313.116486,0.198299,0.382879
387759.000000,315.232605,0.198299,0.179524
339031.000000,305.887024,0.270535,0.167056
292417.000000,292.119019,0.270535,0.065981
244357.000000,287.104126,0.458493,0.422584
192001.000000,298.048920,0.458493,0.378578
135916.000000,317.916382,0.150191,0.626498
80983.000000,327.853699,0.150191,0.196300
29950.000000,321.557434,0.113565,0.161946
2078657.000000,308.066193,0.113565,0.063543
2029366.000000,300.620270,0.322931,-0.128856
1977602.000000,303.042694,0.322931,0.228735
1926464.000000,302.958435,0.299519,0.283879
1878030.000000,295.386292,0.299519,0.264272
1831858.000000,284.084290,0.488420,0.160039
1786119.000000,276.105011,0.488420,0.342303
1737788.000000,279.380402,0.535665,0.493791
1687085.000000,289.144836,0.535665,0.310319
1635308.000000,299.267395,0.336803,0.618708
1582835.000000,308.347626,0.336803,0.392899
1531402.000000,311.187073,0.217494,0.408384
1479437.000000,314.607605,0.217494,0.298550
1428075.000000,314.225098,0.186971,0.516353
1379209.000000,305.542084,0.186971,0.246270
1332430.000000,292.291992,0.406380,0.083602
1283858.000000,288.589844,0.406380,0.324561
1231265.000000,299.140839,0.337900,0.362978
1175894.000000,315.728973,0.337900,0.446881
1121835.000000,322.987610,0.099202,0.603198
1071863.000000,314.847809,0.099202,0.111976
1023626.000000,303.198486,0.297061,0.022426
974542.000000,297.372986,0.297061,0.073713
922920.000000,301.327759,0.315755,0.393241
872606.000000,299.610565,0.315755,0.280313
824574.000000,292.101196,0.408100,0.220447
779128.000000,279.935516,0.408100,0.189008
733523.000000,273.351685,0.595862,0.332923
686202.000000,275.238068,0.595862,0.514266
636275.000000,285.056946,0.478958,0.736468
585158.000000,295.339722,0.478958,0.593578
533704.000000,303.116028,0.298336,0.560524
482545.000000,307.351410,0.298336,0.175736
430607.000000,312.381042,0.205562,0.446712
378256.000000,316.976227,0.205562,0.384893
330356.000000,305.240204,0.276918,0.217746
283920.000000,291.794617,0.276918,0.192116
235840.000000,287.433136,0.455115,0.242364
183143.000000,299.190582,0.455115,0.386399
127004.000000,318.261414,0.146649,0.489134
72526.000000,326.076508,0.146649,0.229939
21505.000000,320.093872,0.128124,0.256891
2070016.000000,308.021332,0.128124,0.125673
2020510.000000,301.886780,0.310176,0.387997
1969045.000000,303.428253,0.310176,-0.026492
1918958.000000,300.005676,0.328987,0.271762
1870735.000000,292.379272,0.328987,0.314926
1824823.000000,280.911407,0.520120,0.246960
1778281.000000,276.449860,0.520120,0.426649
1729112.000000,282.835388,0.501052,0.567006
1678401.000000,292.421204,0.501052,0.502985
1626962.000000,301.007538,0.319321,0.605083
1575131.000000,307.485413,0.319321,0.376117
1523941.000000,309.347931,0.235823,0.367149
1471770.000000,313.412170,0.235823,0.277131
1420586.000000,312.496094,0.204217,0.371783
1371625.000000,304.824951,0.204217,0.103754
1324551.000000,293.489227,0.394350,0.116251
1275911.000000,290.468201,0.394350,0.276469
1223314.000000,300.729889,0.321937,0.438470
1168231.000000,315.561371,0.321937,0.384701
1114764.000000,320.380371,0.125228,0.198127
1064774.000000,312.759430,0.125228,0.024002
1016196.000000,303.025330,0.298748,0.156596
966813.000000,298.740875,0.298748,0.047998
915107.000000,303.151520,0.297455,0.342344
865898.000000,297.912598,0.297455,0.259634
818676.000000,288.175903,0.447329,0.182430
773372.000000,276.421082,0.447329,0.350753
727233.000000,272.423645,0.605127,0.364624
678993.000000,277.794281,0.605127,0.655793
628443.000000,289.419220,0.435277,0.798361
577588.000000,298.195923,0.435277,0.650395
526633.000000,303.634552,0.293088,0.482116
475724.000000,306.560089,0.293088,0.391671
423696.000000,311.371948,0.215600,0.431029
371177.000000,315.973724,0.215600,0.254681
323151.000000,304.869446,0.280576,0.289101
276382.000000,293.047089,0.280576,0.240573
228071.000000,289.662415,0.432750,0.329228
175372.000000,300.980133,0.432750,0.145133
119583.000000,317.944855,0.149746,0.507328
65473.000000,324.001709,0.149746,0.221336
14648.000000,317.417664,0.154844,0.155247
2062777.000000,307.325012,0.154844,0.093016
2012668.000000,303.717712,0.291806,0.011477
1961143.000000,305.314911,0.291806,0.189827
1911778.000000,299.307983,0.335911,0.252686
1864651.000000,288.198975,0.335911,0.025222
1818767.000000,277.385681,0.555360,0.370366
1771574.000000,275.746887,0.555360,0.481146
1721577.000000,284.975708,0.479610,0.838736
1670473.000000,295.628021,0.479610,0.357338
1619003.000000,303.899597,0.290332,0.638456
1567721.000000,307.897064,0.290332,0.306787
1516889.000000,308.312622,0.246118,0.497245
1464654.000000,312.335236,0.246118,0.287957
1413823.000000,310.230835,0.226834,0.258910
1364790.000000,303.289368,0.226834,0.003800
1317288.000000,294.229431,0.386906,0.254580
1268042.000000,293.647339,0.386906,0.234502
1215244.000000,304.048798,0.288672,0.607458
1160341.000000,317.108124,0.288672,0.342875
1107537.000000,318.764008,0.141332,0.182596
1057654.000000,310.645172,0.141332,0.124288
1008564.000000,302.884552,0.300098,0.162928
958680.000000,300.394226,0.300098,0.232322
907022.000000,304.419891,0.284700,0.335166
858571.000000,296.808105,0.284700,0.252202
812147.000000,284.887115,0.480179,-0.036930
766860.000000,273.708405,0.480179,0.346343
720092.000000,272.104309,0.608286,0.510013
671123.000000,279.792633,0.608286,0.429239
620002.000000,292.776581,0.401635,1.005317
569054.000000,301.215240,0.401635,0.458544
518538.000000,304.580811,0.283547,0.316600
467928.000000,306.123108,0.283547,0.348074
416187.000000,309.584351,0.233416,0.319025
364014.000000,312.703705,0.233416,-0.025558
315908.000000,302.496765,0.304267,0.089310
268688.000000,293.047089,0.304267,0.271088
219713.000000,292.380859,0.405502,0.408576
166407.000000,305.286163,0.405502,0.494445
111112.000000,319.409729,0.135019,0.452053
57771.000000,322.070770,0.135019,0.217766
7216.000000,314.606750,0.182903,-0.016186
2054867.000000,306.484039,0.182903,0.098941
2004160.000000,305.066742,0.278253,0.267606
1952665.000000,306.466125,0.278253,0.246773
1903934.000000,298.552856,0.343406,0.192548
1857241.000000,286.616089,0.343406,0.245994
1811712.000000,275.238586,0.576796,0.625793
1764129.000000,275.177002,0.576796,0.405073
1713389.000000,286.562988,0.463687,0.607591
1661669.000000,298.600006,0.463687,0.663182
1610031.000000,306.653503,0.262715,0.484970
1558845.000000,309.707458,0.262715,0.341994
1508029.000000,309.576355,0.233391,0.342087
1455907.000000,312.429932,0.233391,0.208803
1405408.000000,308.663910,0.242428,0.242848
1356550.000000,301.003204,0.242428,0.141502
1308578.000000,293.875580,0.390373,0.182001
1258543.000000,296.090027,0.390373,0.105100
1205393.000000,307.293915,0.256117,0.458516
1150998.000000,317.989807,0.256117,0.346004
1099064.000000,316.552948,0.163361,0.399715
1049689.000000,307.156982,0.163361,0.404124
1000170.000000,301.480377,0.314072,0.136729
949632.000000,301.461884,0.314072,0.068877
897671.000000,306.115662,0.267658,0.334565
849461.000000,297.681671,0.267658,0.286543
803663.000000,283.931702,0.489658,0.137304
758795.000000,271.933655,0.489658,0.228238
711941.000000,270.901337,0.620253,0.401840
662296.000000,280.592316,0.620253,0.504819
610917.000000,293.818359,0.391144,0.762878
559610.000000,302.990509,0.391144,0.420592
509106.000000,306.037903,0.268888,0.357900
458278.000000,308.161224,0.268888,0.192446
406847.000000,310.119171,0.227975,0.308827
355497.000000,309.844299,0.227975,0.449759
307672.000000,298.977386,0.339403,0.222471
260072.000000,291.360535,0.339403,0.216428
209979.000000,294.745697,0.381772,0.216227
155734.000000,310.296051,0.381772,0.435107
100855.000000,322.054901,0.108459,0.464450
48405.000000,321.261627,0.108459,0.247895
2096012.000000,310.661957,0.222282,0.107345
2046402.000000,303.577057,0.222282,0.161808
1994940.000000,305.131866,0.277532,0.279738
1943334.000000,306.938141,0.277532,0.292801
1894818.000000,298.840576,0.340456,0.194186
1848537.000000,286.265808,0.340456,0.346851
1803309.000000,274.726318,0.581852,0.284506
1755685.000000,275.141846,0.581852,0.434742
1704880.000000,286.363525,0.465616,0.864397
1653013.000000,298.412415,0.465616,0.536178
1601108.000000,307.054535,0.258635,0.503661
1549791.000000,310.534790,0.258635,0.542970
1498834.000000,311.077332,0.218297,0.555186
1447291.000000,311.984222,0.218297,0.340559
1397672.000000,305.643829,0.272575,0.272384
1349516.000000,296.292236,0.272575,0.275615
1301158.000000,291.324921,0.415851,0.313594
1250039.000000,297.566376,0.415851,0.318238
1195814.000000,312.054779,0.208432,0.505840
1141535.000000,321.534119,0.208432,0.418695
1090593.000000,316.373932,0.165077,0.039258
1042027.000000,304.536591,0.165077,0.191114
992897.000000,298.134735,0.347487,0.106398
941860.000000,300.185852,0.347487,0.271942
889694.000000,305.371033,0.275070,0.351159
841505.000000,297.364807,0.275070,0.322800
795996.000000,283.515381,0.493792,0.164569
751286.000000,272.015808,0.493792,0.213701
704958.000000,269.824036,0.631007,0.428789
655486.000000,279.138306,0.631007,0.535577
604144.000000,292.263184,0.406693,0.716210
552377.000000,303.177307,0.406693,0.533282
501787.000000,306.792267,0.261334,0.522807
450833.000000,309.627502,0.261334,0.292541
399686.000000,310.897430,0.220174,0.370098
349550.000000,306.738892,0.220174,-0.004367
302295.000000,294.797760,0.381222,0.308757
254482.000000,288.790039,0.381222,0.273229
203462.000000,295.843842,0.370803,0.245562
148481.000000,313.582062,0.370803,0.588902
93628.000000,324.790253,0.081091,0.143815
41770.000000,321.800049,0.081091,0.167924
2090123.000000,308.960968,0.239294,0.304350
2040719.000000,301.544647,0.239294,0.175438
1989178.000000,303.506836,0.293801,0.207037
1937596.000000,305.448975,0.293801,0.304497
1889028.000000,298.070862,0.348180,0.196516
1842838.000000,285.954224,0.348180,0.277247
1797748.000000,274.722778,0.581913,0.340797
1750158.000000,275.403503,0.581913,0.505688
1699506.000000,286.003418,0.469247,0.692135
1647586.000000,297.953400,0.469247,0.432671
1595433.000000,307.216064,0.257048,0.595187
1543952.000000,311.134583,0.257048,0.340371
1492859.000000,312.223877,0.206848,0.283087
1441557.000000,312.322754,0.206848,0.127016
1392445.000000,304.488495,0.284157,0.217761
1344910.000000,293.486206,0.284157,0.205215
1296440.000000,289.385040,0.435297,0.191865
1244674.000000,298.020721,0.435297,0.428448
1190092.000000,313.483826,0.194175,0.371738
1135807.000000,322.810883,0.194175,0.279651
1085417.000000,315.969604,0.169157,0.260370
1037310.000000,303.068359,0.169157,0.189127
988231.000000,296.813110,0.360754,0.181438
937183.000000,299.126831,0.360754,0.268031
885333.000000,303.375488,0.295097,0.448811
837027.000000,296.369598,0.295097,0.359080
791569.000000,283.075073,0.498270,0.286046
746789.000000,272.507813,0.498270,0.378380
700482.000000,270.527374,0.624042,0.458148
650883.000000,279.993622,0.624042,0.626398
599395.000000,292.929047,0.400096,0.746849
547385.000000,303.966797,0.400096,0.655407
496197.000000,308.894592,0.240351,0.512518
444888.000000,312.225891,0.240351,0.452170
393749.000000,312.895020,0.200218,0.168197
344462.000000,305.612427,0.200218,0.100001
297482.000000,292.876068,0.400479,0.169546
249566.000000,287.343506,0.400479,0.241505
197908.000000,296.443146,0.364844,0.092189
142583.000000,314.928925,0.364844,0.402804
87691.000000,325.937988,0.069636,0.395074
36267.000000,321.482178,0.069636,0.062611
2084973.000000,307.892242,0.250014,0.174975
2035723.000000,300.266144,0.250014,0.108938
1984184.000000,302.304321,0.305870,0.008886
1932725.000000,303.935669,0.305870,0.284913
1884217.000000,296.800781,0.360938,0.206520
1838134.000000,285.008942,0.360938,0.033165
1792807.000000,275.319641,0.575996,0.393082
1745091.000000,276.628967,0.575996,0.507493
1694693.000000,286.152710,0.467804,0.627211
1642781.000000,297.782837,0.467804,0.512857
1590300.000000,307.971375,0.249537,0.496633
1538965.000000,311.235870,0.249537,0.335239
1487693.000000,312.928436,0.199838,0.089211
1436530.000000,312.605896,0.199838,0.328980
1387779.000000,303.919739,0.289885,0.470100
1340747.000000,291.675690,0.289885,0.255845
1292327.000000,287.832703,0.450877,0.151674
1240151.000000,297.940002,0.450877,0.346081
1185105.000000,314.699280,0.182065,0.538999
1130865.000000,323.546112,0.182065,0.474018
1080819.000000,315.695404,0.171946,0.051719
1032683.000000,303.138672,0.171946,0.083187
983800.000000,296.303223,0.365905,0.083159
932809.000000,298.443878,0.365905,0.265819
881496.000000,301.049194,0.318435,0.317123
833317.000000,294.314423,0.318435,0.356136
787921.000000,281.740570,0.511704,0.146664
742895.000000,272.762756,0.511704,0.414327
696598.000000,271.105682,0.618342,0.466048
647096.000000,280.249664,0.618342,0.543409
595737.000000,292.606720,0.403405,0.664898
543780.000000,303.418762,0.403405,0.588649
492777.000000,307.968689,0.249706,0.486732
441204.000000,312.476074,0.249706,0.197307
389839.000000,314.102264,0.188229,0.230333
341004.000000,305.391205,0.188229,0.185053
294324.000000,291.939911,0.409933,0.259950
246465.000000,286.480347,0.409933,0.251233
194689.000000,296.027008,0.369102,0.181607
139065.000000,315.437439,0.369102,0.566443
84285.000000,326.019623,0.068916,0.433528
33097.000000,321.135345,0.068916,0.232924
2081961.000000,307.430206,0.254735,-0.073176
2032792.000000,299.877808,0.254735,0.058491
1981073.000000,302.604248,0.302969,0.207143
1929851.000000,303.273560,0.302969,0.245209
1881481.000000,295.775879,0.371295,0.225058
1835356.000000,284.440002,0.371295,0.217138
1790032.000000,275.104797,0.578255,0.380125
1742287.000000,276.744354,0.578255,0.501055
1691800.000000,286.603729,0.463399,0.408269
1639944.000000,297.868896,0.463399,0.531759
1587293.000000,308.371094,0.245642,0.525611
1535985.000000,311.317841,0.245642,0.141703
1484491.000000,313.574188,0.193475,0.359277
1433187.000000,313.512756,0.193475,0.306190
1384564.000000,304.259979,0.286575,0.098846
1337757.000000,291.277374,0.286575,0.234817
1289248.000000,287.697815,0.452319,0.343378
1236975.000000,297.898987,0.452319,0.353338
1181857.000000,314.716949,0.181981,0.662871
1127644.000000,323.354004,0.181981,0.264559
1077524.000000,315.924347,0.169748,0.185755
1029689.000000,302.694275,0.169748,0.092786
980756.000000,296.248962,0.366539,0.081942
929434.000000,299.503937,0.366539,0.142619
878338.000000,300.972321,0.319296,0.353349
830062.000000,294.294037,0.319296,0.196652
784398.000000,282.498901,0.504205,0.213316
739358.000000,273.398682,0.504205,0.324797
692875.000000,272.243103,0.607041,0.470287
643337.000000,281.273804,0.607041,0.572474
591945.000000,293.340698,0.396131,0.699873
540063.000000,303.377563,0.396131,0.481044
488826.000000,308.339386,0.246061,0.667217
436958.000000,313.441467,0.246061,0.277437
385248.000000,315.868073,0.170615,0.270478
336751.000000,305.770386,0.170615,0.028368
290167.000000,292.007019,0.409306,0.015313
242318.000000,286.416718,0.409306,0.218713
190206.000000,296.675537,0.362654,0.590739
134242.000000,316.502808,0.362654,0.378434
79456.000000,326.453583,0.064609,0.337631
28411.000000,320.874664,0.064609,0.222057
2077232.000000,307.477417,0.254296,0.079670
2028042.000000,300.093414,0.254296,0.128097
1976267.000000,302.883820,0.300203,0.222723
1925381.000000,302.174164,0.300203,0.241383
1876994.000000,294.732635,0.381767,0.253336
1830827.000000,283.650391,0.381767,0.330487
1785141.000000,275.755859,0.571778,0.353738
1736852.000000,279.127960,0.571778,0.524855
1686301.000000,288.669983,0.442750,0.580873
1634666.000000,298.616180,0.442750,0.494094
1582336.000000,307.495483,0.254420,0.726064
1530891.000000,310.668091,0.254420,0.396426
1479157.000000,313.614563,0.193093,0.306713
1427846.000000,313.475403,0.193093,0.319957
1379363.000000,304.005707,0.289141,0.142579
1332599.000000,291.314270,0.289141,0.155839
1284022.000000,288.101379,0.448304,0.271018
1231557.000000,298.615417,0.448304,0.193616
1176139.000000,315.642670,0.172734,0.583117
1122197.000000,322.746735,0.172734,0.109166
1072314.000000,314.558929,0.183426,0.267242
1024184.000000,302.866028,0.183426,0.127608
975290.000000,296.622314,0.362826,0.208872
923894.000000,300.197662,0.362826,0.288944
873470.000000,299.282013,0.336236,0.331532
825448.000000,291.997040,0.336236,0.335698
779862.000000,280.488617,0.524365,0.228493
734343.000000,273.567200,0.524365,0.384066
687158.000000,274.992889,0.579573,0.543557
637245.000000,284.787292,0.579573,0.635899
586105.000000,295.196320,0.377586,0.636773
534522.000000,303.440643,0.377586,0.661953
483319.000000,307.796539,0.251506,0.415950
431312.000000,312.967896,0.251506,0.314795
378957.000000,317.416443,0.155133,0.313901
330969.000000,305.728271,0.155133,0.346567
284530.000000,292.001312,0.409364,0.085677
236447.000000,287.459320,0.409364,0.046050
184074.000000,298.114410,0.348252,0.458301
127884.000000,317.654907,0.348252,0.452459
73227.000000,326.311646,0.066017,0.319275
22450.000000,319.550751,0.066017,0.190903
2070971.000000,307.612427,0.252933,0.053992
2021493.000000,301.509735,0.252933,0.121567
1969839.000000,303.734558,0.291674,0.168703
1919619.000000,300.622009,0.291674,0.250699
1871670.000000,291.934906,0.409751,0.181614
1825618.000000,281.014496,0.409751,0.388390
1779213.000000,276.148102,0.567858,0.443457
1730186.000000,282.159454,0.567858,0.560149
1679507.000000,291.815521,0.411265,0.668688
1627976.000000,300.824341,0.411265,0.452206
1576157.000000,307.354706,0.255800,0.290840
1525105.000000,308.961517,0.255800,0.206618
1473074.000000,312.846802,0.200751,0.258909
1421917.000000,312.185944,0.200751,0.070240
1373208.000000,303.928162,0.289898,0.269094
1326273.000000,292.440063,0.289898,0.292343
1277661.000000,289.634399,0.432939,0.242102
1224848.000000,300.840790,0.432939,0.359807
1169579.000000,316.342346,0.165696,0.411658
1115928.000000,321.608734,0.165696,0.401444
1065978.000000,313.534637,0.193638,0.148833
1017396.000000,303.524994,0.193638,0.214230
968176.000000,298.407410,0.344926,0.022747
916660.000000,302.166565,0.344926,0.310792
867393.000000,297.272095,0.356306,0.278671
820091.000000,288.063599,0.356306,0.113962
774480.000000,277.390320,0.555350,0.276547
728382.000000,273.062927,0.555350,0.435587
680290.000000,277.797150,0.551504,0.646105
629837.000000,289.093475,0.551504,0.489655
579010.000000,297.767639,0.351821,0.640025
528066.000000,303.211121,0.351821,0.458299
476937.000000,307.017487,0.259253,0.417589
425013.000000,311.496429,0.259253,0.339932
372557.000000,316.031891,0.168948,0.211258
324496.000000,305.099762,0.168948,0.154486
277830.000000,292.808197,0.401257,0.127852
229643.000000,288.973175,0.401257,0.266865
177045.000000,300.132996,0.328008,0.593204
121097.000000,317.936371,0.328008,0.454064
67056.000000,323.928589,0.089813,0.407798
16314.000000,317.298401,0.089813,0.234880
2064545.000000,307.014282,0.258886,0.034432
2014612.000000,302.928802,0.258886,0.124333
1963113.000000,304.674408,0.282238,0.330434
1913555.000000,299.431915,0.282238,0.314869
1866251.000000,288.910034,0.439992,0.111177
1820178.000000,278.608917,0.439992,0.409477
1773148.000000,276.217896,0.567152,0.416442
1723443.000000,284.495697,0.567152,0.509395
1672588.000000,294.478577,0.384600,0.622369
1621228.000000,302.594452,0.384600,0.495820
1569783.000000,307.472748,0.254584,0.357881
1518944.000000,308.125702,0.254584,0.427740
1466813.000000,312.048340,0.208707,0.276338
1415666.000000,311.209564,0.208707,0.010477
1366759.000000,303.710175,0.292052,0.389525
1319453.000000,293.833038,0.292052,0.269106
1270529.000000,292.156769,0.407664,0.318095
1217864.000000,302.404846,0.407664,0.461285
1162933.000000,316.173279,0.167337,0.437647
1110019.000000,318.715485,0.167337,0.202167
1060066.000000,311.126678,0.217692,0.077889
1011350.000000,302.243988,0.217692,0.200256
961461.000000,300.016876,0.328790,0.310158
909683.000000,304.548920,0.328790,0.341222
860999.000000,297.534363,0.353640,0.235208
814348.000000,286.089539,0.353640,0.320303
769080.000000,274.581390,0.583424,0.395254
722657.000000,271.786926,0.583424,0.508971
674097.000000,278.373596,0.545718,0.525671
623297.000000,290.886444,0.545718,0.628907
572542.000000,299.317261,0.336288,0.647712
521965.000000,303.455261,0.336288,0.786582
471104.000000,306.317657,0.266221,0.123516
419190.000000,310.554321,0.266221,0.361739
366855.000000,314.315277,0.186102,0.237069
318628.000000,304.210968,0.186102,0.419189
271636.000000,293.484375,0.394476,0.158827
223116.000000,291.016724,0.394476,0.509057
170313.000000,302.514099,0.304153,0.142381
114965.000000,317.580048,0.304153,0.376336
61376.000000,321.772736,0.111349,0.171292
10804.000000,314.818115,0.111349,0.186950
2058668.000000,306.280731,0.266206,0.077718
2008243.000000,304.220581,0.266206,0.419662
1956776.000000,305.873230,0.270223,0.151370
1907805.000000,298.865448,0.270223,0.177690
1861079.000000,286.846954,0.460617,-0.159185
1815437.000000,275.741974,0.460617,0.569368
1768132.000000,274.829926,0.581039,0.393389
1717775.000000,285.379913,0.581039,0.433147
1666421.000000,296.826172,0.361108,0.279600
1615031.000000,304.673340,0.361108,0.441893
1563924.000000,308.074860,0.248541,0.106352
1513295.000000,307.866791,0.248541,0.411721
1461227.000000,311.376465,0.215411,0.299944
1410408.000000,309.356018,0.215411,0.172360
1361448.000000,302.336975,0.305782,0.254553
1313882.000000,293.837921,0.305782,0.302943
1264549.000000,293.855865,0.390655,0.192292
1211870.000000,304.087616,0.390655,0.440330
1157176.000000,316.636200,0.162685,0.424102
1104787.000000,317.205811,0.162685,0.339607
1055143.000000,308.816681,0.240792,0.196430
1006050.000000,301.646027,0.240792,0.181277
955900.000000,300.533386,0.323620,0.233197
904338.000000,304.394684,0.323620,0.284582
856192.000000,296.091858,0.368074,0.199866
810022.000000,283.779968,0.368074,0.278452
764978.000000,272.355499,0.605714,0.075284
718170.000000,271.335693,0.605714,0.586607
668946.000000,280.085785,0.528610,0.394570
617754.000000,293.321686,0.528610,0.662138
566795.000000,301.780975,0.311641,0.562402
516303.000000,305.046356,0.311641,0.203603
465775.000000,306.259491,0.266793,0.604385
414210.000000,309.139374,0.266793,0.285398
362291.000000,311.446045,0.214813,0.126673
314115.000000,301.756866,0.214813,0.221831
266752.000000,292.990631,0.399437,0.171138
217618.000000,292.967255,0.399437,0.486364
164143.000000,306.349915,0.265781,0.432407
108885.000000,320.044434,0.265781,0.274833
55671.000000,322.093445,0.108125,0.215962
5610.000000,313.049347,0.108125,0.313195
2053307.000000,305.129120,0.277717,0.059758
2002406.000000,304.747925,0.277717,0.142369
1950845.000000,306.622620,0.262715,0.237589
1902244.000000,298.448151,0.262715,0.202555
1855742.000000,286.040680,0.468674,-0.074566
1810282.000000,274.734131,0.468674,0.377178
1762762.000000,274.677368,0.582561,0.369569
1712069.000000,286.037506,0.582561,0.556766
1660436.000000,297.960602,0.349749,0.752372
1608787.000000,306.275757,0.349749,0.436947
1557679.000000,309.286896,0.236393,0.328154
1507118.000000,308.614136,0.236393,0.359630
1455227.000000,311.156891,0.217581,0.241428
1404971.000000,307.156128,0.217581,0.149055
1356258.000000,299.643036,0.332724,0.217221
1308281.000000,293.110565,0.332724,0.317299
1258043.000000,296.409454,0.365095,0.260486
1204839.000000,307.902435,0.365095,0.413683
1150446.000000,318.579132,0.143213,0.416847
1098724.000000,316.400360,0.143213,0.254023
1049435.000000,306.843353,0.260502,0.137334
1000358.000000,299.905945,0.260502,0.197458
949710.000000,300.725616,0.321672,0.126605
897796.000000,305.537628,0.321672,0.383224
849639.000000,297.237854,0.356577,0.295988
803885.000000,283.599640,0.356577,0.327294
759197.000000,271.290985,0.616333,0.227397
712424.000000,270.286255,0.616333,0.459333
662821.000000,280.174957,0.527692,0.520509
611476.000000,293.556915,0.527692,0.497500
560152.000000,303.071503,0.298696,0.529648
509688.000000,306.091003,0.298696,0.419683
458913.000000,308.054138,0.248789,0.295699
407548.000000,309.876892,0.248789,0.229464
356298.000000,309.481781,0.234417,-0.007362
308363.000000,299.143555,0.234417,0.359833
260750.000000,291.616943,0.413150,0.169405
210851.000000,294.324524,0.413150,0.341738
156807.000000,309.370941,0.235516,0.424126
101989.000000,321.196533,0.235516,0.429696
49435.000000,321.023956,0.118776,0.252697
2096950.000000,310.868408,0.118776,0.190361
2047342.000000,303.803711,0.290940,0.077365
1995985.000000,305.055725,0.290940,0.325600
1944541.000000,306.488220,0.264030,0.336764
1896017.000000,298.533966,0.264030,0.356629
1849900.000000,285.439880,0.474659,0.325998
