omega_pll_rad_s,dbg_iq_a,dbg_iq_cmd_a,iq_sweep_active
650.015259,649.361938,0.111479,0.215739
650.015259,648.303162,0.347920,0.403831
650.015259,648.485840,0.347920,0.013303
650.015259,647.984314,0.396468,0.502467
650.015259,647.761353,0.396468,0.505872
650.015259,648.649414,0.530890,0.600688
650.015259,648.768921,0.530890,0.238973
650.015259,650.894897,0.270666,0.344065
650.015259,651.804871,0.270666,0.322926
650.015259,651.771545,0.047107,0.213828
650.015259,651.779480,0.047107,0.152260
650.015259,651.712402,0.122403,0.321944
650.015259,651.282898,0.122403,0.278542
650.015259,650.220337,0.105969,-0.029009
650.015259,650.164063,0.105969,-0.081427
650.015259,650.561523,0.193813,0.006239
650.015259,650.812317,0.193813,0.368974
650.015259,652.497803,0.127518,0.475143
650.015259,651.450867,0.127518,0.016605
650.015259,649.993286,0.043547,0.145662
650.015259,648.908508,0.043547,0.113371
650.015259,649.639832,0.390497,0.300403
650.015259,648.548035,0.390497,0.422133
650.015259,647.346924,0.412794,0.460382
650.015259,646.819885,0.412794,0.324511
650.015259,647.544678,0.457235,0.211785
650.015259,649.907593,0.457235,0.721164
650.015259,652.038635,0.204669,0.460410
650.015259,651.649231,0.204669,0.433557
650.015259,651.867615,0.134106,0.129396
650.015259,650.486450,0.134106,0.178217
650.015259,649.815918,0.086485,0.074537
650.015259,649.851685,0.086485,0.155388
650.015259,651.283447,0.252908,0.298741
650.015259,650.627502,0.252908,0.316636
650.015259,650.178650,0.185860,0.213904
650.015259,651.441772,0.185860,0.093739
650.015259,652.218689,-0.049753,-0.079875
650.015259,651.026733,-0.049753,-0.153298
650.015259,649.413269,0.149634,0.105440
650.015259,649.554810,0.149634,0.160350
650.015259,648.833435,0.250655,0.094997
650.015259,646.964966,0.250655,0.606267
650.015259,646.795532,0.488084,0.365360
650.015259,646.998718,0.488084,0.450889
650.015259,649.001526,0.615343,0.433941
650.015259,651.405762,0.615343,0.624923
650.015259,650.565063,0.074472,0.235595
650.015259,651.356873,0.074472,0.048886
650.015259,651.230408,0.053143,-0.074505
650.015259,651.701538,0.053143,-0.086710
650.015259,651.155212,0.153626,0.133945
650.015259,649.451233,0.153626,0.107605
650.015259,649.285339,0.225708,0.209630
650.015259,649.375305,0.225708,0.251544
650.015259,650.986389,0.232409,0.295410
650.015259,652.919189,0.232409,0.401554
650.015259,650.755798,0.112593,0.272634
650.015259,649.358521,0.112593,0.167559
650.015259,648.297791,0.343639,0.078628
650.015259,648.841980,0.343639,0.047488
650.015259,648.149170,0.340637,0.428590
650.015259,647.176819,0.340637,0.426319
650.015259,648.292419,0.578252,0.534588
